citations,titles,dates,uniqueID,imageLink,CopyrightCode,totalNumber,source_url
"Fonds 1257, Series 1057, Item 1780","Miss Toronto Beauty Contest 1955, Exhibition Stadium",Summer 1955,212570,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1780.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7001&EndIndex=7200
"Fonds 200, Series 372, Subseries 1, Item 402","Garage, Dundas Street","March 23, 1921",100367,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0402.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=201&EndIndex=400
"Fonds 200, Series 372, Subseries 100, Item 565",CNE garbage collection,[ca. 1951],106798,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0565.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2401&EndIndex=2600
"Fonds 1257, Series 1057, Item 2145","Machine shop at Department of Vocations, 37 Dartnell Avenue",[between 1950 and 1970],212937,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it2145.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7201&EndIndex=7400
"Fonds 200, Series 372, Subseries 100, Item 286","Davenport and Osler, pedestrian cross-over sign","[ca. December, 1958]",105196,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0286.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2001&EndIndex=2200
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2001&EndIndex=2200
"Fonds 200, Series 372, Subseries 19, Item 2",Start of construction,"August 5, 1914",107243,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0019/s0372_ss0019_it0002.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2801&EndIndex=3000
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1601&EndIndex=1800
"Fonds 200, Series 372, Subseries 100, Item 240",Yonge and Louisa Streets — streetcar tracks,"October 30, 1913",103882,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0240.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1801&EndIndex=2000
"Fonds 1568, Item 378","Toronto Railway Co. tram #836, class D with cowcatcher",[between 1902 and 1912],135996,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0378.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3601&EndIndex=3800
"Fonds 1257, Series 1057, Item 1275",Swearing in Nathan Phillips as Mayor,"January 2, 1959  ",212066,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1275.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6601&EndIndex=6800
"Fonds 200, Series 372, Subseries 41, Item 70",Signatures regarding widening of Bloor Street,"March 20, 1919",141777,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0070.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4001&EndIndex=4200
"Fonds 1257, Series 1057, Item 1989",Malabar Costume Shop,1956,212779,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1989.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7201&EndIndex=7400
"Fonds 200, Series 372, Subseries 100, Item 347",Lake Shore Boulevard at Windemere Avenue,"[ca. October, 1960]",105274,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0347.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2201&EndIndex=2400
"Fonds 200, Series 372, Subseries 1, Item 1543",Horticultural Building — C. N. E.,"May 21, 1940",102356,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1543.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1201&EndIndex=1400
"Fonds 1257, Series 1057, Item 130",Toronto skyline and harbour,[193-?],210930,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0130.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5801&EndIndex=6000
"Fonds 200, Series 372, Subseries 1, Item 1364",C. N. E. Electrical Building entrance — East Tower,"October 10, 1935",102123,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1364.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1001&EndIndex=1200
"Fonds 200, Series 372, Subseries 1, Item 1350",C. N. E. Automotive Building — repairs,"June 28, 1935",102109,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1350.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1001&EndIndex=1200
"Fonds 200, Series 372, Subseries 1, Item 1601",Lane north from Albert 1st from Yonge,"January 17, 1942",102410,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1601.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1201&EndIndex=1400
"Fonds 200, Series 372, Subseries 41, Item 249",Group - Inaugural meeting Union of Canadian Municipalities 1902,"October 16, 1930",141908,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0249.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4001&EndIndex=4200
"Fonds 200, Series 372, Subseries 1, Item 886","East Toronto General Hospital — West Ward, 2nd floor","January 14, 1929",101104,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0886.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=601&EndIndex=800
"Fonds 200, Series 372, Subseries 100, Item 333",Jarvis Street looking north from Charles Street,"[ca. October, 1960]",105260,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0333.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2201&EndIndex=2400
"Fonds 200, Series 372, Subseries 1, Item 1730",Repairing Chimney Victoria Park Pumping Station,"September 8, 1945",102484,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1730.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1401&EndIndex=1600
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3201&EndIndex=3400
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3001&EndIndex=3200
"Fonds 200, Series 372, Subseries 2, Item 76",Saturday morning classes,"February 22, 1936",143599,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0002/s0372_ss0002_it0076.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4401&EndIndex=4600
"Fonds 200, Series 372, Subseries 1, Item 750",Rear of 207 Lippincott Street,"January 6, 1928",100960,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0750.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=601&EndIndex=800
"Fonds 1257, Series 1057, Item 23",King Street West near John Street during snow storm.,26 January 1961,210823,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0023.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5801&EndIndex=6000
"Fonds 1568, Item 203","Queen Victoria Monument, Queen's Park",[after 1903],135816,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0203.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3401&EndIndex=3600
"Fonds 200, Series 372, Subseries 79, Item 513",Bay Street abutment east of Bay,"March 4, 1930",144453,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0513.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5001&EndIndex=5200
"Fonds 1257, Series 1057, Item 1375",Parks and Recreation Dept. vehicles,[ 195-?],212166,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1375.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6601&EndIndex=6800
"Fonds 1583, Item 110","East boiler house, showing battery of eight boilers","November 20, 1918",138917,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1583/f1583_it0110.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3601&EndIndex=3800
"Fonds 1257, Series 1057, Item 2546",Jack Kent Cooke with unidentified man,[195-?],213340,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it2546.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7601&EndIndex=7800
"Fonds 200, Series 372, Subseries 100, Item 451","Snowstorm (22.5"" in 36 hours), Bay Street, Queen's Park, Yonge Street, etc","December 11, 1944",105407,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0451.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2201&EndIndex=2400
"Fonds 200, Series 372, Subseries 41, Item 709",11 Cherokee Avenue - High water on Island,"June 3, 1908",142212,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0709.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4201&EndIndex=4400
"Fonds 200, Series 372, Subseries 41, Item 113",Don Valley Flood - north of Bloor Viaduct,"March 12, 1920",141794,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0113.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4001&EndIndex=4200
"Fonds 200, Series 372, Subseries 1, Item 541",Arena — Oil Storage tanks,"November 8, 1922",100653,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0541.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=201&EndIndex=400
"Fonds 200, Series 372, Subseries 41, Item 574",Ethel Goss - seated with Enid and John,1910,142150,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0574.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4201&EndIndex=4400
"Fonds 200, Series 372, Subseries 1, Item 196",Explosion — 262 Macdonell Avenue,"May 23, 1916",100072,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0196.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1&EndIndex=200
"Fonds 200, Series 372, Subseries 79, Item 461",Bay Street subway - waterproofing,"August 13, 1929",144355,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0461.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5001&EndIndex=5200
"Fonds 1257, Series 1057, Item 188","War of 1812 Memorial, 1902-1906 (Walter Seymour Allward), Victoria Memorial Park",[before 1980],210988,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0188.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6001&EndIndex=6200
"Fonds 1257, Series 1057, Item 2350","Colonel K.R. Marshall, President, CNE, Governor General Alexander, and other officials on steps of Administration Building at opening of CNE",1946,213142,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it2350.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7401&EndIndex=7600
"Fonds 200, Series 372, Subseries 1, Item 1123",163 Adelaide Street West,"May 13, 1932",101397,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1123.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=801&EndIndex=1000
"Fonds 200, Series 372, Subseries 41, Item 252",Address to Mayor Wemp,"May 13, 1931",141912,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0252a.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4001&EndIndex=4200
"Fonds 200, Series 372, Subseries 2, Item 90",Group of children in gallery,"May 5, 1936",143613,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0002/s0372_ss0002_it0090.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4401&EndIndex=4600
"Fonds 200, Series 372, Subseries 2, Item 120",Small children's class,"March 25, 1937",143643,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0002/s0372_ss0002_it0120.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4401&EndIndex=4600
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2001&EndIndex=2200
"Fonds 1568, Item 211","Church, Niagara-on-the-Lake",[after 1900],135824,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0211.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3401&EndIndex=3600
"Fonds 1257, Series 1057, Item 937","Lakeside Track Club, unidentified athlete",[195-?],211727,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0937.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6601&EndIndex=6800
"Fonds 1257, Series 1057, Item 501",Power Supermarket,1953,211301,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0501.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6201&EndIndex=6400
"Fonds 200, Series 372, Subseries 1, Item 813",C. N. E. Firehall,"May 11, 1928",101027,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0813.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=601&EndIndex=800
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5601&EndIndex=5800
"Fonds 200, Series 372, Subseries 1, Item 1759",62 Glenview Avenue,"November 7, 1950",102502,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1759.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1401&EndIndex=1600
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1801&EndIndex=2000
"Fonds 200, Series 372, Subseries 1, Item 1237",139-141 Indian Grove,"September 26, 1933",101504,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1237.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1001&EndIndex=1200
"Fonds 200, Series 372, Subseries 41, Item 335",T.T.C. Property - St. Clair and Runnymede Road District,[1933],141964,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0335.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4001&EndIndex=4200
